Lon,Lat,NDVI,NDBI,Albedo,Dist_Water,Air_Temp,Humidity,Elevation,Wind_Speed,LULC,LST,Heat_Index,HSI,LULC_10,LULC_20,LULC_30,LULC_40,LULC_50,LULC_60,LULC_80,LST_base,delta_cool_roof,delta_green_roof,delta_tree_planting,delta_water_body,best_delta,best_action
77.27939440885835,28.784613775592693,0.7010743452429131,-0.1449772230957441,0.2705045594839592,139.19276354518706,35.95981759580226,75.01003471937906,236.51200643994008,0.5171878440292915,50,52.28189165499308,57.3684380385535,0.3413285903202133,False,False,False,False,True,False,False,51.958107,0.02019500732421875,-1.1053657531738281,0.0,0.0,-1.1053657531738281,green_roof
77.36563633117795,28.76931982950124,0.76179049547454,0.2449922340189801,0.1803202598027884,276.65641387897654,32.18010042606332,83.11612616511314,274.8809729178864,1.8276428423173496,50,54.21905006673317,46.43218453473348,0.2926262092279935,False,False,False,False,True,False,False,53.84596,-0.41054534912109375,-0.17733001708984375,0.0,0.0,-0.41054534912109375,cool_roof
77.20634951987569,28.786105787106703,0.1298383584670552,0.0914804117522397,0.2413994336868035,697.1285721779075,33.368394199949755,49.22204821394868,211.6363152380636,4.323700081799316,30,58.09662295528187,36.80828295721859,0.2906242867549224,False,False,True,False,False,False,False,58.67449,0.0,0.0,-1.2882614135742188,1.5463294982910156,-1.2882614135742188,tree_planting
77.17584558752701,28.62447647563101,0.3974374870212842,0.0517294167020266,0.1516855028228676,198.1670588806781,34.557714784976326,44.8848074592351,260.10865076419213,3.2007734282863813,50,56.81373772638042,37.87979638309215,0.274842946379019,False,False,False,False,True,False,False,57.106125,-0.6680908203125,-0.89178466796875,0.0,0.0,-0.89178466796875,green_roof
77.21308856179036,28.50007324778659,0.4556956652772803,-0.0425356679813753,0.1163488049089453,736.6179759030114,30.46832134080088,54.84795378916124,209.72226884342496,0.9657123754433228,50,52.37500362521522,32.665726375316794,0.1507965328685801,False,False,False,False,True,False,False,53.32946,-1.342315673828125,-1.2193565368652344,0.0,0.0,-1.342315673828125,cool_roof
77.24011200494031,28.52792984773308,0.447452968580633,-0.1130543394472483,0.1253681766862824,276.8748353727388,38.57902280084423,71.73871977469774,211.95943120827408,4.94902685626427,50,56.1995259050035,66.6552373468524,0.4872784709669508,False,False,False,False,True,False,False,57.21071,0.139404296875,-0.9617462158203125,0.0,0.0,-0.9617462158203125,green_roof
77.36044989941381,28.46860060768081,0.1818445994493327,0.2599597134675313,0.1607452406333531,326.8277312047493,30.678014086244925,65.00400251061568,76.52075800700247,1.957501513733948,50,58.952841230035474,35.39990556853265,0.2957609757534594,False,False,False,False,True,False,False,58.383232,-0.9020233154296875,-2.056804656982422,0.0,0.0,-2.056804656982422,green_roof
77.03210948795791,28.40985929537168,0.122626566752247,0.0832590467184777,0.2433290607573947,595.9022886622608,37.6854944131221,81.46458096644376,57.955291538100695,0.0556734606204151,50,63.35838582662242,70.95035067010522,0.655317891652574,False,False,False,False,True,False,False,63.180695,-0.8367652893066406,-1.6412200927734375,0.0,0.0,-1.6412200927734375,green_roof
77.05479402839424,28.45288894848401,0.6216498267056073,0.3007294106653208,0.1555339968838485,980.610471695113,31.484548937628507,71.17409921776677,189.5103557219534,4.209972778343954,60,57.72345244794432,39.32276085453998,0.3031800090315959,False,False,False,False,False,True,False,58.346615,0.0,0.0,-0.7772407531738281,3.9693603515625,-0.7772407531738281,tree_planting
77.25196272222676,28.67365024288158,0.4181661247233961,0.3030074926301694,0.2613000755167382,389.08639471782845,33.666786240470095,52.30265313542898,208.0709997167663,2.596284434072504,10,58.7705945180437,38.429905897604414,0.315919367143219,True,False,False,False,False,False,False,58.64164,0.0,0.0,0.0,0.0,0.0,none
