Lon,Lat,NDVI,NDBI,Albedo,Dist_Water,Air_Temp,Humidity,Elevation,Wind_Speed,LULC,LST,Heat_Index,HSI,LULC_10,LULC_20,LULC_30,LULC_40,LULC_50,LULC_60,LULC_80,LST_base,delta_cool_roof,delta_green_roof,delta_tree_planting,delta_water_body,best_delta,best_action
72.8931878685255,18.922867370954837,0.4845116054353974,0.3405884779819637,0.2064767313620648,532.8071204927443,29.65443754297583,81.11469114026292,187.09541191561505,1.8696310649430887,50,55.368238404782986,36.91694235293764,0.3693842137801778,False,False,False,False,True,False,False,54.51318,-0.23527145385742188,-0.6857566833496094,0.0,0.0,-0.6857566833496094,green_roof
72.84635697712685,18.935779056175328,0.7871803170809857,-0.1623802370712054,0.252107391398828,565.5312288676298,31.41195458094483,82.17302651216687,270.6101951561089,1.6053710418621177,50,46.06362879867319,43.12775827022635,0.2502395417286392,False,False,False,False,True,False,False,46.10602,-0.07289886474609375,-0.27681732177734375,0.0,0.0,-0.27681732177734375,green_roof
72.84929148305024,19.070869117116995,0.1960067938594187,0.284904409131513,0.1024320078379882,632.6800996586965,35.9638554520381,86.79331153018437,57.09902210788282,4.761483116803931,50,60.05195219724535,66.32458187113974,0.7394568149334685,False,False,False,False,True,False,False,60.728992,-1.0797080993652344,-0.5254058837890625,0.0,0.0,-1.0797080993652344,cool_roof
72.98041785277653,18.97638582553307,0.3306237898968308,0.3548753498303421,0.2793318494884338,937.7570097753504,32.431585027221296,51.49363673740254,256.0574522784169,3.0203047137571373,50,58.46112106833531,35.56792110802249,0.4158078384065148,False,False,False,False,True,False,False,58.885693,-0.6334457397460938,-1.3462677001953125,0.0,0.0,-1.3462677001953125,green_roof
72.94858879904127,18.92367380892452,0.251226393932631,0.073706158261478,0.2506585302315066,894.3347050214105,32.88661879001773,58.1494113155237,74.85902091283519,0.7771592460347526,20,57.685674267816,38.5900351394881,0.4297500052848765,False,True,False,False,False,False,False,57.72605,0.0,0.0,0.0,0.0,0.0,none
72.84261994946428,18.97250030815733,0.331269359652704,-0.0598267570423201,0.1163531799452383,525.5363805902408,36.039162005648336,75.91921978515833,51.16227121735451,0.1904797123495794,50,58.28482094172638,58.358510863164696,0.6296572612792177,False,False,False,False,True,False,False,57.277634,-0.7030715942382812,-2.1490135192871094,0.0,0.0,-2.1490135192871094,green_roof
72.99559291434961,18.97877566545076,0.4563392077777355,0.3955104786284011,0.2508488577674103,94.9547063763353,34.25534345546535,44.90454954030996,276.9811754688007,1.0055936219204415,50,57.74246445348802,37.28043604819012,0.4183560637290549,False,False,False,False,True,False,False,57.8599,-0.7328147888183594,-1.8696670532226562,0.0,0.0,-1.8696670532226562,green_roof
72.97726585945944,18.99231465898239,0.1705452921141007,-0.0249063294883827,0.180564936122006,24.613598682194148,30.13580710228956,85.78737292749297,22.007586854986272,0.0900336645424004,50,53.53269021290596,39.85715056465009,0.3622265451570814,False,False,False,False,True,False,False,52.69406,-0.6373367309570312,-1.9996337890625,0.0,0.0,-1.9996337890625,green_roof
72.92733602185561,18.940251897667693,0.4041880696889609,0.0390347989195558,0.1646966105709215,196.4511348495367,36.046917757653006,73.58139012943606,209.2972653971832,1.0681617593799038,40,57.7281270597929,56.7480243410801,0.6036366529191066,False,False,False,True,False,False,False,56.199978,0.0,0.0,-2.7605056762695312,1.9193191528320312,-2.7605056762695312,tree_planting
72.87964929911129,19.024625149482443,0.4878759528494923,-0.0115733273686562,0.1526420573442825,910.3745850049204,32.3727837931771,63.06474365529418,118.95165717587092,0.540850893087389,20,53.13872205241806,38.98113245776436,0.346325517994322,False,True,False,False,False,False,False,54.000275,0.0,0.0,0.0,0.0,0.0,none
