Lon,Lat,NDVI,NDBI,Albedo,Dist_Water,Air_Temp,Humidity,Elevation,Wind_Speed,LULC,LST,Heat_Index,HSI,LULC_10,LULC_20,LULC_30,LULC_40,LULC_50,LULC_60,LULC_80,LST_base,delta_cool_roof,delta_green_roof,delta_tree_planting,delta_water_body,best_delta,best_action
77.56844259408545,12.85117835097958,0.2643952805484916,-0.1547331111636535,0.2956499318238221,60.41315361090294,29.46274651680368,68.41282612396233,192.87275338039336,0.5550058804653141,50,44.35751174137716,33.43515855467945,0.2564356063834517,False,False,False,False,True,False,False,44.516056,0.0,-0.8008880615234375,0.0,0.0,-0.8008880615234375,green_roof
77.70108071067763,12.89043621526602,0.0002763419688358,0.3169230224239132,0.2022234476574952,868.7672216703693,34.46109497000835,81.8568172792929,185.3633819116937,3.25319200253798,60,56.60376926552661,55.33954303627809,0.7838521462732359,False,False,False,False,False,True,False,57.135963,0.0,0.0,-1.6710624694824219,0.19083786010742188,-1.6710624694824219,tree_planting
77.68675161437315,12.917801542118154,0.0764094685400016,-0.0794174456378422,0.2989197217446624,733.5512977711224,27.871021713042275,70.52197463186543,195.17639671751704,2.284520224406876,50,45.58748070930587,30.484832199958,0.2414648230115495,False,False,False,False,True,False,False,46.619854,0.179351806640625,-0.505950927734375,0.0,0.0,-0.505950927734375,green_roof
77.72739379301576,12.819056924247128,0.1311811963232672,-0.1119003021565606,0.1364221424011315,247.92469681473128,29.85852101779212,78.70761378962564,145.56273874218255,3.261092783116907,50,49.34661612509825,36.884648213732994,0.3990875071775001,False,False,False,False,True,False,False,47.20349,-0.5194664001464844,-1.0759544372558594,0.0,0.0,-1.0759544372558594,green_roof
77.7198710974225,12.997012236812084,0.0667830040340438,0.2653029268923922,0.2309340472015968,525.8915767139102,34.84229027882691,67.30898690594955,61.9088216754526,4.724719439426289,50,56.76146359502184,48.280014137580224,0.6937940977757955,False,False,False,False,True,False,False,57.386242,-0.07938766479492188,-1.0503997802734375,0.0,0.0,-1.0503997802734375,green_roof
77.68951961526166,12.941066782046963,0.2482267004843159,0.2322878405811228,0.1365140809150201,474.6103028164986,27.095026368056768,47.37915244401403,75.54336091478456,3.812602069971731,80,54.66076403163164,27.34530277406388,0.3767210980800122,False,False,False,False,False,False,True,53.168785,0.0,0.0,0.0,0.0,0.0,none
77.73929584226639,13.092438723980216,0.316710155387939,0.297114878053145,0.2767549565872254,39.44641834519358,32.62179122800545,79.56926424763336,274.02958451546107,1.6932453547052968,60,54.91224079006779,46.4794894922122,0.6340341557348073,False,False,False,False,False,True,False,53.62995,0.0,0.0,-2.0924339294433594,-0.23771286010742188,-2.0924339294433594,tree_planting
77.52807685864117,12.986466729317668,0.6248652473407685,0.259326543359195,0.2995885167022003,405.5451018979697,27.97779824308581,74.0236849845166,211.58571569801344,1.065244886424301,60,47.27007612080856,31.169249267798747,0.2832566544075831,False,False,False,False,False,True,False,46.982018,0.0,0.0,-0.5493202209472656,5.438747406005859,-0.5493202209472656,tree_planting
77.68193305049566,13.02165426821406,0.5779064484280333,0.2568847030644121,0.1600399763468596,396.6939920279433,33.4970641536417,85.37151085158895,279.5306692651591,2.7023553915160976,50,51.1799101308791,53.15411236252381,0.6494101579723082,False,False,False,False,True,False,False,52.322853,-0.1697235107421875,-1.9881172180175781,0.0,0.0,-1.9881172180175781,green_roof
77.54416583716707,12.948720054548652,0.7203374771661454,0.3960593727100571,0.2370586765701926,159.56872627285313,33.57832472167683,51.22031535388414,243.1532566030151,0.9739252780478208,50,53.25665458756494,37.874811859240126,0.4882849185933089,False,False,False,False,True,False,False,53.61573,-0.19652175903320312,-0.7575759887695312,0.0,0.0,-0.7575759887695312,green_roof
